EmployeeID,Age,Gender,Department,JobRole,EducationLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,TrainingTimesLastYear,OverTime,MonthlyIncome,DistanceFromHome,Attrition
6488,30,Male,Operations,Executive,2,1,1,3,2,18,2,3,No,3955,20,Yes
6489,53,Female,Marketing,Engineer,5,4,3,2,3,12,5,0,No,16722,20,No
6490,51,Male,Marketing,Manager,3,2,1,2,3,0,3,4,No,4959,12,No
6491,36,Male,Finance,Specialist,5,4,2,1,1,7,8,0,No,9912,17,No
6492,35,Male,Operations,Manager,2,3,2,4,2,0,1,3,No,6026,6,No
6493,38,Female,HR,Analyst,3,3,4,2,3,19,6,0,No,4016,3,No
6494,43,Male,Operations,Executive,2,3,2,2,3,6,4,3,Yes,16347,24,No
6495,51,Male,Marketing,Coordinator,4,3,3,2,4,18,8,1,No,16939,23,No
6496,38,Male,Finance,Engineer,4,3,1,1,4,2,9,3,Yes,14991,16,No
6497,37,Female,HR,Coordinator,5,3,2,2,3,17,4,4,No,6584,14,No
6498,29,Female,HR,Analyst,2,3,3,2,1,17,4,4,No,4730,17,No
6499,52,Female,R&D,Specialist,3,3,2,3,3,5,1,1,Yes,7183,29,No
6500,33,Female,IT,Coordinator,5,3,4,1,1,19,2,1,Yes,5904,29,Yes
6501,54,Female,Finance,Analyst,4,3,2,3,1,13,5,3,No,12062,10,No
6502,33,Male,Sales,Coordinator,4,2,2,1,4,6,3,4,No,11138,29,No
6503,46,Male,IT,Manager,4,3,3,3,1,10,2,3,Yes,9524,10,Yes
6504,59,Male,Finance,Executive,5,3,1,3,2,4,4,3,No,6714,9,Yes
6505,39,Male,Sales,Manager,3,3,4,3,2,12,8,5,Yes,9856,7,No
6506,40,Female,IT,Executive,4,3,1,3,4,12,2,1,Yes,16498,1,Yes
6507,24,Male,Marketing,Specialist,5,4,1,2,3,0,6,3,Yes,14271,8,Yes
6508,56,Female,R&D,Analyst,5,4,1,4,2,1,8,3,No,17523,10,Yes
6509,26,Female,Finance,Coordinator,1,4,4,2,2,17,3,1,No,5067,13,No
6510,56,Female,IT,Executive,1,2,4,2,3,3,6,5,No,15682,10,No
6511,48,Male,R&D,Analyst,3,1,3,3,4,13,6,1,No,8600,24,No
6512,58,Female,Sales,Coordinator,4,3,3,1,1,4,2,2,No,10021,28,No
6513,42,Male,Operations,Executive,1,4,3,1,1,15,0,3,Yes,9213,16,No
6514,37,Female,Marketing,Manager,3,3,4,4,3,19,3,5,Yes,18873,11,No
6515,49,Male,Finance,Executive,1,3,4,3,3,2,8,2,Yes,3359,17,No
6516,46,Male,HR,Executive,4,3,2,3,2,19,9,5,No,7718,16,No
6517,54,Female,HR,Engineer,5,3,1,4,1,13,6,5,No,4685,24,No
6518,38,Female,R&D,Coordinator,4,3,3,2,4,4,9,1,No,18640,1,No
6519,51,Male,Marketing,Coordinator,1,3,2,3,2,11,5,5,Yes,18223,26,No
6520,25,Male,Operations,Specialist,4,3,4,4,1,12,4,4,No,3098,17,No
6521,23,Female,HR,Coordinator,5,3,2,2,4,15,9,2,No,15376,10,No
6522,30,Female,HR,Manager,2,3,2,2,1,15,9,0,No,17725,13,No
6523,52,Female,Finance,Manager,5,2,4,3,2,18,0,0,No,19149,2,No
6524,46,Male,HR,Analyst,1,2,1,1,4,3,3,5,No,7180,25,Yes
6525,58,Female,Marketing,Executive,5,3,4,4,1,12,2,2,No,7557,18,No
6526,57,Male,Marketing,Executive,3,4,3,1,1,17,2,0,Yes,13104,26,No
6527,26,Female,Sales,Coordinator,4,3,2,4,1,12,0,4,No,19957,28,No
6528,45,Female,R&D,Executive,2,4,3,3,2,11,2,3,No,12280,29,No
6529,45,Female,Marketing,Manager,2,3,2,2,2,18,9,4,No,5129,12,No
6530,50,Male,IT,Engineer,4,4,2,2,4,16,9,0,No,11947,3,No
6531,52,Male,HR,Analyst,4,2,3,1,3,9,7,5,No,10991,18,No
6532,58,Male,Finance,Executive,3,2,2,2,1,6,3,3,No,13437,22,No
6533,40,Male,IT,Engineer,5,2,4,1,1,13,6,0,Yes,7996,27,Yes
6534,44,Female,Sales,Coordinator,2,3,4,3,1,6,1,2,No,8451,8,No
6535,56,Female,IT,Specialist,1,3,2,4,2,0,6,4,No,15639,18,No
6536,27,Female,HR,Manager,4,2,2,3,1,13,5,3,Yes,18836,7,No
6537,27,Male,R&D,Specialist,4,3,4,2,4,2,7,1,No,11686,10,No
6538,58,Male,R&D,Manager,2,3,1,3,2,8,7,4,No,17596,3,Yes
6539,51,Female,Marketing,Analyst,4,3,2,3,2,10,7,1,No,19903,17,No
6540,22,Female,R&D,Coordinator,2,4,4,2,2,14,9,2,Yes,17862,9,No
6541,29,Male,HR,Specialist,1,4,1,2,2,4,3,5,No,13358,14,Yes
6542,49,Male,Sales,Analyst,1,3,1,1,3,18,8,0,No,8271,9,Yes
6543,46,Male,Marketing,Analyst,2,2,3,4,2,3,7,2,No,4893,10,No
6544,54,Male,Operations,Analyst,4,3,1,3,3,19,3,1,No,4715,23,No
6545,59,Female,IT,Specialist,3,1,2,3,2,12,1,3,No,4626,9,No
6546,35,Male,Marketing,Specialist,3,1,1,2,2,5,0,2,Yes,7857,18,Yes
6547,32,Female,R&D,Specialist,5,4,3,4,1,6,1,0,Yes,15096,17,Yes
6548,23,Female,Sales,Executive,3,4,4,3,2,15,4,3,No,9126,20,No
6549,51,Female,Finance,Analyst,4,3,3,1,4,7,4,3,Yes,7349,16,No
6550,51,Male,Finance,Coordinator,3,4,4,1,4,8,9,0,No,15782,17,No
6551,25,Female,Sales,Executive,5,2,2,2,4,8,1,3,No,19904,16,No
6552,34,Female,Finance,Manager,1,3,4,3,1,18,3,5,Yes,4606,12,No
6553,28,Female,Finance,Specialist,2,3,1,1,2,18,7,5,No,17651,2,Yes
6554,59,Male,R&D,Coordinator,3,3,4,3,4,10,0,4,No,3671,15,No
6555,24,Female,HR,Engineer,2,4,1,2,4,15,1,3,Yes,8809,24,No
6556,30,Female,HR,Manager,2,4,3,2,4,8,1,1,No,11794,7,No
6557,35,Female,HR,Analyst,1,1,3,4,3,14,4,4,No,9932,29,No
6558,32,Male,HR,Analyst,5,4,4,3,3,10,1,2,No,15309,2,No
6559,58,Male,Sales,Coordinator,4,3,3,1,3,7,7,3,No,11511,8,No
6560,35,Female,Marketing,Executive,4,3,3,2,4,2,2,0,No,15777,21,No
6561,40,Female,R&D,Specialist,4,1,3,3,4,13,2,4,No,7669,16,No
6562,29,Male,Sales,Coordinator,5,4,1,3,2,5,7,3,Yes,11470,21,Yes
6563,28,Male,IT,Specialist,5,3,4,1,4,4,0,1,No,5687,20,No
6564,28,Male,IT,Manager,5,4,1,2,4,10,3,5,No,10646,13,Yes
6565,24,Female,Finance,Coordinator,3,2,4,4,4,9,6,3,No,19267,17,No
6566,24,Male,R&D,Manager,2,2,1,3,4,19,4,3,No,13327,19,No
6567,39,Male,Operations,Manager,5,3,2,2,1,10,2,4,No,17947,10,No
6568,54,Male,HR,Engineer,5,3,2,4,2,5,7,5,No,9877,2,No
6569,58,Male,IT,Engineer,3,3,2,2,4,7,4,1,Yes,15992,8,No
6570,49,Female,IT,Analyst,2,2,1,2,1,13,5,3,No,19693,20,Yes
6571,57,Male,Finance,Analyst,4,2,4,3,3,12,0,4,No,9346,19,No
6572,37,Female,HR,Analyst,1,2,1,3,1,2,2,0,No,19640,29,Yes
6573,36,Male,HR,Coordinator,5,3,4,1,3,5,9,3,No,9116,25,No
6574,50,Female,HR,Specialist,5,3,2,1,1,16,3,2,No,18477,17,No
6575,39,Female,Marketing,Analyst,1,3,1,2,1,0,9,0,No,16421,20,No
6576,40,Female,IT,Executive,5,4,4,3,1,10,9,3,No,7627,18,No
6577,50,Female,Operations,Manager,5,3,4,2,3,0,3,0,No,18465,17,No
6578,27,Male,Finance,Coordinator,5,4,3,3,3,13,4,2,No,7726,23,No
6579,48,Female,HR,Specialist,1,2,4,4,3,8,8,0,No,19755,17,No
6580,28,Female,HR,Engineer,3,3,2,3,4,9,3,3,Yes,9108,5,No
6581,48,Female,R&D,Manager,3,2,1,2,3,11,6,5,Yes,17802,3,Yes
6582,40,Female,HR,Analyst,1,2,3,1,1,3,7,2,No,12595,19,No
6583,38,Female,R&D,Engineer,3,3,2,3,3,17,6,5,No,5856,22,No
6584,32,Male,Finance,Engineer,4,4,1,2,2,10,1,5,No,10646,11,Yes
6585,26,Female,Finance,Engineer,4,2,1,4,4,15,0,5,No,3468,3,Yes
6586,23,Female,Finance,Coordinator,1,2,3,1,1,17,4,5,No,7823,13,No
6587,33,Female,R&D,Manager,2,3,2,1,2,6,7,1,No,14875,27,No
6588,32,Female,IT,Specialist,5,2,1,4,3,19,0,4,Yes,11143,24,No
6589,31,Female,IT,Manager,2,3,3,3,1,3,1,4,No,12636,17,No
6590,49,Male,Marketing,Executive,5,4,1,4,3,1,8,3,No,5165,8,Yes
6591,28,Male,Operations,Analyst,3,3,1,2,1,8,5,4,Yes,6821,23,Yes
6592,35,Male,Marketing,Coordinator,3,4,2,4,4,11,0,4,Yes,16758,27,No
6593,34,Female,Operations,Specialist,4,1,2,1,1,18,7,3,No,7169,1,No
6594,26,Female,Marketing,Coordinator,2,2,1,3,3,8,2,3,Yes,8301,7,No
6595,29,Male,IT,Specialist,1,3,4,2,3,9,3,0,No,11690,5,No
6596,22,Female,Marketing,Analyst,5,4,1,3,1,8,9,4,No,14506,4,No
6597,26,Male,IT,Executive,3,4,4,4,2,4,4,5,No,11241,20,No
6598,32,Female,HR,Engineer,5,1,2,4,4,0,8,0,No,15745,18,Yes
6599,31,Female,Finance,Analyst,1,3,1,2,1,15,4,4,Yes,17576,4,Yes
6600,36,Female,IT,Engineer,5,1,1,4,4,8,5,4,Yes,12917,14,No
6601,50,Male,Sales,Analyst,4,3,1,3,3,4,6,1,Yes,11459,10,No
6602,46,Male,IT,Manager,1,3,3,4,4,3,4,4,No,5428,9,No
6603,27,Male,HR,Coordinator,1,4,3,3,4,4,4,3,No,4298,19,No
6604,32,Male,IT,Executive,5,3,2,4,3,3,1,4,No,17771,25,No
6605,38,Male,Operations,Coordinator,5,4,1,2,4,13,1,2,No,14977,7,No
6606,36,Male,Operations,Executive,3,4,1,3,2,7,5,5,No,13141,17,Yes
6607,37,Female,Marketing,Analyst,5,3,4,2,2,12,9,1,Yes,15102,8,No
6608,23,Male,Finance,Executive,1,3,3,1,1,10,5,0,Yes,10374,1,Yes
6609,57,Male,R&D,Engineer,5,3,2,1,1,13,9,4,Yes,6402,28,No
6610,40,Male,HR,Executive,3,3,2,4,2,9,5,4,No,18684,1,No
6611,59,Male,R&D,Executive,2,3,1,3,1,6,2,0,Yes,19798,14,No
6612,42,Female,Operations,Coordinator,4,1,1,4,4,18,8,1,No,12070,28,No
6613,32,Male,Marketing,Executive,1,3,3,2,3,16,6,0,Yes,9216,17,No
6614,24,Male,Finance,Specialist,3,3,4,4,1,3,3,4,No,7469,16,No
6615,55,Male,Operations,Analyst,4,2,3,1,1,19,8,0,No,3444,21,No
6616,39,Male,Finance,Manager,5,3,2,2,2,13,3,0,No,16243,12,No
6617,36,Female,IT,Manager,5,3,3,1,3,11,2,4,No,17604,26,No
6618,46,Female,Sales,Specialist,2,3,3,2,1,10,0,1,Yes,16758,19,No
6619,36,Female,R&D,Coordinator,5,3,2,2,1,0,3,3,Yes,8044,3,Yes
6620,51,Male,HR,Specialist,4,4,2,1,3,8,2,1,No,16671,2,No
6621,38,Male,Finance,Manager,3,3,2,4,3,0,2,3,No,13587,16,No
6622,39,Male,IT,Engineer,2,3,1,1,3,9,5,4,Yes,19019,20,No
6623,52,Female,IT,Manager,4,2,4,3,1,10,8,4,No,16438,12,No
6624,39,Female,Marketing,Manager,3,3,1,2,2,4,0,3,No,14153,29,No
6625,56,Male,Marketing,Analyst,4,3,3,3,4,8,8,4,Yes,13070,22,No
6626,34,Male,Sales,Manager,5,3,4,1,1,2,1,4,Yes,8269,14,No
6627,35,Male,IT,Manager,4,3,3,1,1,1,2,3,No,19382,9,No
6628,57,Female,IT,Executive,2,3,3,4,3,17,8,0,No,17357,29,No
6629,39,Male,Sales,Specialist,4,3,1,2,3,13,7,5,No,8123,14,No
6630,26,Female,R&D,Manager,1,2,4,4,4,4,8,1,Yes,10174,3,No
6631,35,Female,IT,Manager,5,2,1,2,1,13,7,1,Yes,11156,18,Yes
6632,46,Female,Finance,Engineer,4,4,2,1,3,4,5,2,Yes,5579,5,No
6633,33,Female,HR,Manager,3,3,2,3,1,1,9,4,No,6567,27,No
6634,49,Male,HR,Analyst,5,3,1,2,3,6,8,0,No,15743,26,Yes
6635,56,Female,HR,Coordinator,3,3,1,2,4,17,2,0,No,16896,21,No
6636,22,Male,Operations,Engineer,2,4,1,3,2,15,3,4,No,17757,9,No
6637,24,Female,Marketing,Manager,1,3,3,1,4,4,0,1,No,18941,28,No
6638,28,Male,Operations,Coordinator,4,3,4,1,1,19,6,2,No,10838,14,No
6639,30,Female,Finance,Analyst,5,3,4,1,1,11,1,2,No,8603,12,No
6640,57,Female,Marketing,Specialist,4,3,2,4,3,12,0,2,No,10673,7,No
6641,44,Female,IT,Manager,4,2,4,1,1,7,7,3,Yes,8945,16,No
6642,45,Male,IT,Specialist,5,3,4,3,1,13,9,5,No,6638,17,No
6643,31,Female,Marketing,Manager,1,4,4,4,1,4,8,3,Yes,17944,8,No
6644,33,Female,HR,Engineer,1,1,3,1,3,3,3,4,Yes,7128,10,No
6645,40,Female,Sales,Engineer,2,3,2,2,4,8,8,2,No,19828,27,No
6646,53,Female,IT,Coordinator,5,4,1,2,3,14,2,0,Yes,9819,14,Yes
6647,45,Male,HR,Analyst,5,4,4,2,1,13,7,3,No,10294,11,No
6648,43,Male,Finance,Executive,3,3,4,3,2,4,9,3,No,3684,7,No
6649,24,Male,HR,Coordinator,3,3,3,3,2,14,4,4,No,13105,21,No
6650,48,Male,R&D,Coordinator,3,3,2,2,4,3,1,5,No,5748,5,No
6651,40,Female,HR,Analyst,1,1,4,4,4,17,4,3,No,13632,2,No
6652,30,Female,IT,Manager,2,3,3,1,4,4,5,4,No,12818,19,No
6653,34,Female,Marketing,Specialist,2,3,1,1,4,16,4,0,No,16091,12,No
6654,23,Male,IT,Specialist,4,1,2,1,4,13,6,4,Yes,19522,22,No
6655,57,Female,Sales,Manager,2,3,4,1,1,16,3,2,Yes,19279,17,Yes
6656,50,Male,Finance,Executive,3,3,1,2,2,18,9,3,No,11178,17,No
6657,32,Male,Marketing,Executive,5,2,4,1,1,12,9,1,No,11945,11,No
6658,55,Male,Marketing,Executive,4,3,2,3,4,12,6,4,Yes,6701,27,No
6659,25,Female,Marketing,Manager,1,3,3,1,3,12,8,0,No,13754,22,No
6660,25,Female,Finance,Engineer,2,3,4,4,2,1,1,2,No,7204,25,No
6661,22,Female,Sales,Coordinator,5,3,2,1,2,14,8,4,No,11233,13,No
6662,46,Male,Finance,Engineer,3,4,3,4,1,0,9,2,No,3066,5,No
6663,47,Female,HR,Manager,1,3,1,2,1,14,1,0,No,5619,28,Yes
6664,32,Female,Finance,Engineer,1,3,4,4,3,15,6,2,Yes,6468,11,No
6665,44,Male,HR,Executive,2,1,1,1,2,10,4,0,Yes,7047,12,Yes
6666,23,Female,Finance,Engineer,5,2,4,4,2,2,3,3,No,4327,4,No
6667,40,Female,IT,Manager,3,3,2,2,2,19,6,2,Yes,7232,24,No
6668,50,Male,HR,Coordinator,3,3,1,2,4,13,0,1,No,9357,16,No
6669,25,Male,HR,Engineer,3,3,4,1,2,4,2,1,Yes,10244,5,No
6670,37,Female,IT,Engineer,3,3,2,2,1,16,1,1,No,13947,10,No
6671,58,Male,Sales,Engineer,2,3,4,4,3,1,1,4,No,10597,19,No
6672,48,Female,Sales,Engineer,2,3,3,3,4,6,4,3,No,7146,27,No
6673,26,Female,IT,Coordinator,5,4,2,2,4,9,9,3,Yes,13354,11,No
6674,36,Male,Operations,Manager,4,2,2,4,2,9,1,0,No,12141,20,No
6675,44,Male,Sales,Analyst,2,4,4,2,3,19,2,0,No,10749,2,No
6676,24,Male,HR,Engineer,3,4,2,1,1,7,6,4,Yes,13229,18,No
6677,39,Male,Marketing,Analyst,5,2,1,1,1,0,1,5,No,8432,1,Yes
6678,47,Female,HR,Coordinator,3,3,4,2,1,15,3,5,Yes,12782,2,No
6679,27,Male,Finance,Manager,2,2,3,3,3,8,1,2,Yes,6826,21,No
6680,38,Male,Finance,Specialist,5,4,2,3,3,15,7,4,No,7747,10,No
6681,59,Male,Operations,Analyst,3,3,3,4,2,19,5,1,No,13570,1,No
6682,48,Male,HR,Manager,4,2,1,4,3,14,7,3,No,15986,5,Yes
6683,41,Female,Operations,Specialist,1,3,2,2,3,8,5,0,Yes,3796,14,No
6684,27,Male,HR,Engineer,1,3,2,4,2,11,0,5,No,15763,9,No
6685,56,Male,Sales,Coordinator,3,3,4,2,4,1,8,5,Yes,18174,3,No
6686,33,Female,Finance,Coordinator,1,2,3,2,1,9,8,0,No,11554,24,No
6687,24,Male,IT,Manager,4,3,4,2,4,15,4,3,No,16749,18,No
6688,25,Female,IT,Executive,4,4,3,1,1,4,9,5,No,16071,12,No
6689,25,Female,Marketing,Specialist,3,4,4,2,4,12,6,1,No,11872,19,No
6690,25,Female,Operations,Executive,4,3,3,2,3,6,2,1,No,7455,8,No
6691,42,Female,R&D,Coordinator,1,4,4,3,4,8,1,1,Yes,8178,1,No
6692,23,Male,IT,Coordinator,3,4,2,4,4,16,7,3,No,3757,26,No
6693,37,Female,Marketing,Engineer,1,1,2,2,2,16,2,4,Yes,15586,3,No
6694,28,Male,HR,Engineer,4,3,3,2,3,16,1,1,No,19300,17,No
6695,40,Female,Sales,Analyst,4,2,4,2,3,4,6,4,No,14417,29,No
6696,54,Female,R&D,Coordinator,5,3,3,2,1,5,8,5,Yes,18322,29,Yes
6697,30,Male,Sales,Engineer,2,4,4,2,2,5,5,2,No,18263,27,No
6698,58,Male,Sales,Analyst,2,4,3,3,3,8,1,0,No,14451,20,No
6699,38,Female,HR,Specialist,3,4,1,1,4,9,1,4,Yes,6719,8,Yes
6700,48,Male,Sales,Executive,1,2,2,1,4,16,0,5,No,3052,15,No
6701,54,Female,Operations,Specialist,2,4,3,3,4,2,8,2,No,4142,19,No
6702,33,Male,R&D,Executive,3,4,1,2,3,19,3,3,No,14752,28,Yes
6703,32,Female,Sales,Manager,4,3,2,3,3,8,3,2,No,11071,11,No
6704,34,Male,IT,Specialist,2,3,1,2,1,0,9,2,No,4855,14,Yes
6705,52,Male,IT,Manager,1,4,4,4,1,18,3,0,No,15837,12,No
6706,34,Female,Sales,Executive,5,4,4,1,3,13,0,2,No,4717,14,No
6707,59,Female,Finance,Coordinator,5,1,4,1,4,7,9,5,No,15323,5,No
6708,47,Female,Finance,Coordinator,2,2,3,4,2,17,7,2,No,7010,24,No
6709,52,Male,Operations,Analyst,5,4,1,4,1,5,8,0,Yes,19984,22,Yes
6710,43,Male,IT,Specialist,3,3,1,1,3,1,8,3,Yes,15381,17,No
6711,27,Female,Finance,Specialist,1,2,4,4,4,6,8,1,Yes,3975,25,No
6712,41,Male,Sales,Analyst,4,3,3,4,1,5,5,4,Yes,4754,8,No
6713,42,Female,IT,Analyst,1,3,4,2,1,10,6,4,No,17867,17,No
6714,31,Male,Sales,Engineer,4,3,3,4,3,9,0,2,No,7241,13,No
6715,40,Male,R&D,Coordinator,5,3,2,2,4,10,4,1,No,8917,11,No
6716,56,Male,IT,Engineer,3,3,1,4,1,7,5,1,No,7375,22,Yes
6717,47,Female,Finance,Executive,4,3,3,3,1,12,7,2,Yes,13686,3,Yes
6718,28,Male,HR,Coordinator,5,4,4,2,3,5,0,4,No,15552,11,No
6719,58,Male,Finance,Specialist,4,4,3,2,1,9,7,4,No,19219,15,No
6720,29,Male,Sales,Analyst,2,4,3,1,3,17,6,5,No,19076,6,No
6721,26,Male,R&D,Analyst,1,3,2,4,3,14,1,5,Yes,4951,1,No
6722,57,Female,Finance,Coordinator,3,3,4,2,3,4,6,1,No,5514,12,No
6723,49,Male,R&D,Manager,5,3,1,3,1,10,3,1,No,15913,13,No
6724,24,Male,Finance,Engineer,3,3,3,3,2,3,9,2,Yes,7396,17,No
6725,29,Male,Operations,Coordinator,1,4,4,1,4,12,9,4,No,18808,20,No
6726,36,Male,Sales,Coordinator,4,3,1,4,4,14,5,4,No,4718,29,Yes
6727,48,Female,Sales,Manager,4,3,3,2,4,1,8,2,No,7585,1,No
6728,57,Male,HR,Analyst,3,4,3,1,2,6,3,2,No,12383,18,No
6729,37,Male,Sales,Specialist,4,3,4,4,1,5,9,3,No,3003,18,No
6730,47,Male,HR,Specialist,4,3,1,4,1,18,1,1,Yes,11387,26,Yes
6731,25,Male,Sales,Manager,4,1,1,1,4,14,8,1,No,3683,29,No
6732,33,Female,Marketing,Engineer,2,3,2,3,3,13,0,1,No,16554,10,No
6733,38,Male,Finance,Executive,5,3,2,1,4,15,5,0,No,4529,11,No
6734,47,Male,Finance,Coordinator,5,3,4,1,2,19,6,0,No,12634,16,No
6735,52,Female,Operations,Specialist,1,2,1,3,2,9,7,5,No,14259,2,Yes
6736,36,Male,Finance,Executive,4,2,3,1,1,5,3,2,No,19597,13,No
6737,55,Female,Marketing,Coordinator,3,2,4,1,3,14,0,3,Yes,11320,15,No
6738,50,Male,R&D,Engineer,4,4,2,2,1,3,0,0,No,14137,14,No
6739,30,Male,Marketing,Manager,1,3,4,2,1,1,0,1,Yes,15430,10,No
6740,35,Male,Finance,Engineer,4,3,1,2,2,18,2,3,No,12345,18,Yes
6741,57,Male,HR,Analyst,2,3,4,2,1,6,8,4,Yes,11324,9,No
6742,25,Male,IT,Engineer,1,3,2,3,2,10,5,2,Yes,11240,20,No
6743,59,Male,Operations,Manager,5,4,1,3,1,14,6,0,Yes,18789,12,Yes
6744,58,Male,IT,Manager,5,3,3,2,2,15,6,5,No,19436,19,No
6745,45,Male,IT,Engineer,2,2,2,1,2,4,1,3,Yes,16479,4,No
6746,38,Male,R&D,Coordinator,5,3,2,1,4,8,5,0,No,9036,6,No
6747,34,Male,Marketing,Manager,2,3,2,1,2,0,8,5,Yes,7703,28,No
6748,41,Male,R&D,Analyst,5,3,4,2,2,12,3,0,No,15505,8,No
6749,38,Male,Sales,Executive,5,1,2,4,3,2,7,2,No,18036,28,No
6750,48,Female,Marketing,Engineer,4,3,4,4,2,4,7,0,No,3935,26,No
6751,54,Male,HR,Manager,1,3,4,4,3,13,2,2,No,8024,4,No
6752,42,Female,IT,Coordinator,5,3,1,1,3,4,6,2,No,17663,18,Yes
6753,38,Female,Finance,Coordinator,1,4,1,3,1,19,7,4,No,17201,2,No
6754,43,Male,Finance,Coordinator,1,3,2,2,2,13,5,1,No,15393,16,No
6755,46,Female,Marketing,Executive,5,3,4,2,1,0,3,4,No,12375,20,No
6756,24,Male,Sales,Analyst,1,3,3,1,1,10,7,0,No,16182,18,No
6757,48,Male,Finance,Engineer,2,3,4,4,2,4,3,4,Yes,11600,28,No
6758,48,Female,Marketing,Manager,3,3,1,4,2,2,5,3,No,7213,25,Yes
6759,33,Female,R&D,Executive,2,3,1,4,4,9,1,4,No,15481,17,Yes
6760,36,Female,Finance,Analyst,5,4,4,2,1,8,1,4,No,19291,15,No
6761,59,Male,IT,Specialist,2,4,4,1,1,14,3,4,No,3980,28,No
6762,41,Female,Finance,Manager,3,1,4,4,4,5,5,2,Yes,16084,8,No
6763,43,Female,R&D,Coordinator,2,1,3,2,2,5,2,5,No,18302,19,No
6764,23,Female,HR,Coordinator,1,3,4,1,4,7,2,1,No,8916,2,No
6765,25,Male,IT,Analyst,5,3,2,1,3,1,5,4,No,3402,12,No
6766,34,Male,HR,Executive,1,3,2,1,3,3,9,4,No,8945,18,No
6767,53,Female,R&D,Coordinator,1,3,1,1,1,1,7,1,No,7183,12,No
6768,43,Female,R&D,Engineer,5,4,3,1,4,8,5,5,No,12877,27,No
6769,46,Female,IT,Executive,5,3,3,3,3,4,7,4,Yes,16364,23,No
6770,48,Female,Operations,Coordinator,4,3,1,3,1,18,3,1,No,4046,23,Yes
6771,38,Female,Operations,Engineer,3,3,2,1,2,18,4,5,No,6409,26,No
6772,27,Female,Finance,Analyst,1,4,2,3,1,8,2,4,No,8350,5,No
6773,37,Female,IT,Analyst,1,2,3,1,3,4,6,4,Yes,5926,8,No
6774,29,Male,IT,Executive,5,1,4,4,3,15,6,5,No,8172,1,No
6775,54,Female,Marketing,Executive,5,3,4,1,3,6,5,3,No,16798,21,No
6776,31,Female,Marketing,Engineer,2,4,3,3,2,1,3,3,Yes,18061,28,No
6777,55,Male,Finance,Manager,1,4,3,3,4,13,6,3,No,5861,7,No
6778,40,Female,Operations,Executive,1,3,3,4,2,0,2,2,No,12066,27,No
6779,35,Male,Marketing,Coordinator,5,2,3,1,2,7,5,0,No,9526,11,No
6780,24,Female,Finance,Manager,1,3,3,3,3,16,3,3,Yes,18005,12,No
6781,44,Male,HR,Manager,3,4,3,2,2,18,4,0,No,13565,10,No
6782,32,Female,HR,Manager,4,3,3,3,2,5,5,1,No,17329,3,No
6783,27,Female,Marketing,Analyst,5,3,3,1,2,13,6,0,Yes,12308,23,No
6784,55,Male,Sales,Analyst,5,3,4,2,4,7,6,1,Yes,6194,25,No
6785,22,Male,Operations,Manager,1,4,1,3,1,10,6,0,No,15208,29,Yes
6786,56,Male,HR,Manager,4,3,2,3,3,13,4,1,Yes,6993,1,No
6787,46,Female,Marketing,Analyst,4,3,1,3,3,9,9,3,Yes,15874,6,No
6788,50,Female,Sales,Engineer,5,3,1,3,3,16,6,3,No,14016,27,Yes
6789,44,Female,R&D,Coordinator,5,3,3,3,2,11,4,5,No,11520,8,No
6790,39,Female,Marketing,Specialist,5,3,3,1,4,3,4,3,No,4241,23,No
6791,35,Female,IT,Executive,3,2,3,3,2,18,2,1,No,6675,8,No
6792,38,Male,HR,Manager,1,3,1,4,2,16,8,2,Yes,17695,26,Yes
6793,23,Female,Sales,Analyst,3,1,4,2,1,4,8,0,No,4826,21,No
6794,52,Male,Finance,Manager,5,4,3,3,1,13,0,1,No,19490,19,No
6795,40,Male,Marketing,Manager,4,1,3,3,4,6,3,3,Yes,18445,7,No
6796,53,Female,IT,Manager,1,4,2,1,1,2,2,0,No,11805,19,No
6797,49,Female,Sales,Manager,1,4,4,1,4,4,3,3,No,10465,23,No
6798,29,Male,HR,Engineer,5,3,3,2,2,4,1,2,Yes,8110,20,No
6799,43,Female,Finance,Executive,5,3,4,1,2,7,5,4,Yes,11928,9,No
6800,45,Male,Marketing,Executive,5,2,2,4,3,2,5,5,Yes,16192,5,No
6801,59,Female,Finance,Analyst,5,2,1,2,1,0,6,3,No,4050,2,No
6802,23,Male,Sales,Engineer,5,2,2,4,2,1,5,4,No,3716,4,No
6803,40,Female,Marketing,Engineer,5,3,4,3,1,6,7,2,Yes,18217,10,No
6804,23,Female,Sales,Executive,1,3,3,1,4,14,3,4,Yes,8653,1,No
6805,49,Female,HR,Analyst,3,3,3,3,1,13,1,3,No,18537,22,No
6806,53,Male,Finance,Engineer,4,3,2,4,2,12,9,5,Yes,14380,17,No
6807,40,Female,Operations,Analyst,5,3,2,3,4,11,6,2,No,17962,29,No
6808,37,Male,Marketing,Executive,4,1,4,1,1,17,0,0,No,17270,5,No
6809,51,Female,Sales,Manager,1,2,4,1,1,1,0,4,Yes,19740,23,Yes
6810,43,Female,Operations,Coordinator,4,3,4,1,2,6,4,4,No,5632,26,No
6811,35,Male,Marketing,Coordinator,1,2,3,3,2,9,4,1,Yes,5968,5,No
6812,22,Male,Operations,Coordinator,2,3,2,1,4,19,4,3,No,8527,5,No
