employeeid,age,gender,department,jobrole,educationlevel,performancerating,jobsatisfaction,environmentsatisfaction,worklifebalance,yearsatcompany,yearsincurrentrole,trainingtimeslastyear,overtime,monthlyincome,distancefromhome,attrition,attrition_flag,age_bin,income_bin,distance_bin,tenure_bin,low_job_satisfaction,poor_work_life,long_role_stagnation,long_commute,attrition_probability,attrition_risk_score
6247,37,Female,Operations,Manager,1,3,3,4,4,7,4,5,Yes,14756,26,No,0,"(30, 40]","(11588.5, 15743.5]","(22.0, 29.0]","(5, 10]",0,0,1,1,0.09306877481046166,9.3
6248,41,Female,Marketing,Executive,5,2,1,1,4,8,9,5,Yes,18662,6,No,0,"(40, 50]","(15743.5, 19999.0]","(0.999, 8.0]","(5, 10]",1,0,1,0,0.4457110296306956,44.6
6249,59,Female,Operations,Executive,4,3,4,4,3,9,5,0,No,9335,27,No,0,"(50, 65]","(7292.0, 11588.5]","(22.0, 29.0]","(5, 10]",0,0,1,1,0.00824421337363036,0.8
6250,36,Male,Marketing,Coordinator,2,3,1,1,1,12,4,3,Yes,13070,29,Yes,1,"(30, 40]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",1,1,1,1,0.7209534724229553,72.1
6251,35,Female,Sales,Manager,3,4,2,4,4,11,8,3,Yes,18881,28,No,0,"(30, 40]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.07031136067301731,7.0
6252,33,Male,Marketing,Specialist,1,3,1,2,4,9,5,3,No,19770,9,Yes,1,"(30, 40]","(15743.5, 19999.0]","(8.0, 15.0]","(5, 10]",1,0,1,0,0.24172513966305903,24.2
6253,55,Male,Marketing,Specialist,2,3,4,3,3,13,2,3,No,3605,11,No,0,"(50, 65]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",0,0,0,0,0.006096657882112083,0.6
6254,29,Male,Sales,Manager,4,3,3,4,2,5,2,5,Yes,8581,10,No,0,"(18, 30]","(7292.0, 11588.5]","(8.0, 15.0]","(2, 5]",0,1,0,0,0.12707955580301705,12.7
6255,40,Female,Sales,Executive,2,1,2,1,1,1,9,0,No,16860,7,No,0,"(30, 40]","(15743.5, 19999.0]","(0.999, 8.0]","(0, 2]",1,1,1,0,0.17524270101091616,17.5
6256,26,Male,IT,Coordinator,3,2,1,1,2,14,9,3,No,17954,29,No,0,"(18, 30]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",1,1,1,1,0.3399692478709812,34.0
6257,48,Female,Marketing,Analyst,1,3,3,4,3,14,3,1,No,14089,3,No,0,"(40, 50]","(11588.5, 15743.5]","(0.999, 8.0]","(10, 40]",0,0,1,0,0.05803944820581169,5.8
6258,34,Female,Operations,Engineer,3,2,1,1,2,3,4,2,No,11308,14,Yes,1,"(30, 40]","(7292.0, 11588.5]","(8.0, 15.0]","(2, 5]",1,1,1,0,0.48463594885927436,48.5
6259,53,Female,Finance,Manager,1,3,3,1,2,10,8,3,Yes,7095,19,No,0,"(50, 65]","(2999.999, 7292.0]","(15.0, 22.0]","(5, 10]",0,1,1,1,0.15727351458961727,15.7
6260,52,Female,R&D,Coordinator,4,1,1,1,3,6,9,4,No,13281,3,No,0,"(50, 65]","(11588.5, 15743.5]","(0.999, 8.0]","(5, 10]",1,0,1,0,0.4805492505125598,48.1
6261,58,Male,Sales,Analyst,3,3,2,1,4,14,1,2,Yes,11765,27,No,0,"(50, 65]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",1,0,0,1,0.07682252530309774,7.7
6262,23,Male,HR,Engineer,2,3,2,4,2,19,1,0,Yes,7332,21,No,0,"(18, 30]","(7292.0, 11588.5]","(15.0, 22.0]","(10, 40]",1,1,0,1,0.1149882768912438,11.5
6263,28,Male,Operations,Analyst,4,3,2,2,3,18,0,1,No,17030,23,No,0,"(18, 30]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",1,0,0,1,0.061309240006796224,6.1
6264,32,Male,Finance,Analyst,3,4,3,2,3,13,7,5,Yes,7275,22,No,0,"(30, 40]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",0,0,1,1,0.09569223948591064,9.6
6265,32,Male,Finance,Engineer,1,3,2,1,3,9,0,1,No,8696,21,No,0,"(30, 40]","(7292.0, 11588.5]","(15.0, 22.0]","(5, 10]",1,0,0,1,0.08544463927234837,8.5
6266,44,Female,Sales,Analyst,4,3,2,3,2,5,5,4,Yes,13979,20,No,0,"(40, 50]","(11588.5, 15743.5]","(15.0, 22.0]","(2, 5]",1,1,1,1,0.1530691376020548,15.3
6267,52,Female,IT,Executive,1,1,2,4,4,1,1,3,No,12681,29,No,0,"(50, 65]","(11588.5, 15743.5]","(22.0, 29.0]","(0, 2]",1,0,0,1,0.05646057393987215,5.6
6268,29,Female,Sales,Coordinator,5,4,3,4,2,6,8,4,Yes,16507,5,No,0,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(5, 10]",0,1,1,0,0.11059805029489304,11.1
6269,53,Male,IT,Manager,2,4,2,3,2,2,3,3,No,11900,14,No,0,"(50, 65]","(11588.5, 15743.5]","(8.0, 15.0]","(0, 2]",1,1,1,0,0.06502119177724335,6.5
6270,42,Female,HR,Coordinator,1,3,4,4,1,7,9,3,Yes,5290,15,Yes,1,"(40, 50]","(2999.999, 7292.0]","(8.0, 15.0]","(5, 10]",0,1,1,1,0.03333767251077904,3.3
6271,52,Male,HR,Executive,3,2,2,3,2,17,4,1,Yes,15772,1,No,0,"(50, 65]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.1368235072314286,13.7
6272,22,Female,Sales,Executive,5,1,1,2,3,14,1,1,Yes,9405,14,Yes,1,"(18, 30]","(7292.0, 11588.5]","(8.0, 15.0]","(10, 40]",1,0,0,0,0.6064115132649834,60.6
6273,34,Female,R&D,Engineer,4,3,3,2,3,10,4,5,No,10730,22,No,0,"(30, 40]","(7292.0, 11588.5]","(15.0, 22.0]","(5, 10]",0,0,1,1,0.0704896278007641,7.0
6274,32,Female,Marketing,Engineer,3,2,2,2,1,9,6,3,No,17337,17,No,0,"(30, 40]","(15743.5, 19999.0]","(15.0, 22.0]","(5, 10]",1,1,1,1,0.14659872273316327,14.7
6275,50,Male,Sales,Engineer,4,3,2,2,1,16,4,5,No,10447,7,No,0,"(40, 50]","(7292.0, 11588.5]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.09450089509380481,9.5
6276,25,Male,Sales,Analyst,5,3,2,1,1,17,0,1,No,13549,18,No,0,"(18, 30]","(11588.5, 15743.5]","(15.0, 22.0]","(10, 40]",1,1,0,1,0.10747639637892013,10.7
6277,57,Male,Finance,Analyst,3,2,1,1,1,0,8,1,No,17467,4,Yes,1,"(50, 65]","(15743.5, 19999.0]","(0.999, 8.0]",,1,1,1,0,0.6181671602001955,61.8
6278,36,Male,Sales,Manager,1,4,1,4,2,1,1,1,Yes,17815,28,Yes,1,"(30, 40]","(15743.5, 19999.0]","(22.0, 29.0]","(0, 2]",1,1,0,1,0.618566307708846,61.9
6279,24,Female,Sales,Analyst,3,4,1,3,2,4,3,3,Yes,18029,2,Yes,1,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(2, 5]",1,1,1,0,0.5804979272546513,58.0
6280,50,Male,Sales,Manager,2,4,2,3,3,9,5,3,No,18361,25,No,0,"(40, 50]","(15743.5, 19999.0]","(22.0, 29.0]","(5, 10]",1,0,1,1,0.06650681154470749,6.7
6281,42,Male,R&D,Executive,1,2,3,1,2,11,0,2,No,19460,13,No,0,"(40, 50]","(15743.5, 19999.0]","(8.0, 15.0]","(10, 40]",0,1,0,0,0.08216891698254565,8.2
6282,23,Female,Finance,Manager,2,3,3,3,1,12,8,1,No,17203,22,No,0,"(18, 30]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",0,1,1,1,0.12381403421909495,12.4
6283,27,Female,Operations,Manager,3,2,1,2,4,15,8,3,No,17832,4,No,0,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",1,0,1,0,0.26802003232838356,26.8
6284,52,Female,Operations,Engineer,3,3,2,3,1,2,7,1,Yes,5625,2,No,0,"(50, 65]","(2999.999, 7292.0]","(0.999, 8.0]","(0, 2]",1,1,1,0,0.2436244283428316,24.4
6285,45,Male,Operations,Analyst,4,4,3,2,1,3,8,2,No,3969,8,No,0,"(40, 50]","(2999.999, 7292.0]","(0.999, 8.0]","(2, 5]",0,1,1,0,0.08882425736086436,8.9
6286,38,Female,Operations,Specialist,3,3,2,4,4,15,3,2,No,14207,13,No,0,"(30, 40]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",1,0,1,0,0.03407515874196404,3.4
6287,26,Female,Finance,Specialist,1,3,4,3,4,9,8,0,Yes,14961,4,No,0,"(18, 30]","(11588.5, 15743.5]","(0.999, 8.0]","(5, 10]",0,0,1,0,0.009427638528576246,0.9
6288,23,Male,Sales,Engineer,2,3,1,2,1,13,3,3,Yes,14620,29,Yes,1,"(18, 30]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",1,1,1,1,0.6950941676512048,69.5
6289,33,Female,Operations,Coordinator,5,2,1,4,2,18,4,2,No,19524,24,No,0,"(30, 40]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",1,1,1,1,0.403391008513025,40.3
6290,26,Male,Sales,Coordinator,2,2,4,4,3,4,5,3,No,9692,9,No,0,"(18, 30]","(7292.0, 11588.5]","(8.0, 15.0]","(2, 5]",0,0,1,0,0.008957618937327752,0.9
6291,41,Male,Marketing,Coordinator,4,3,2,4,4,18,6,3,No,16942,26,No,0,"(40, 50]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.02989186649277486,3.0
6292,29,Male,Marketing,Executive,5,3,3,3,3,10,2,1,No,12185,9,No,0,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",0,0,0,0,0.054224323392094036,5.4
6293,22,Female,Operations,Executive,5,4,3,2,2,16,1,3,No,15520,23,No,0,"(18, 30]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",0,1,0,1,0.056460718500184706,5.6
6294,27,Female,R&D,Executive,3,4,4,1,1,6,4,1,Yes,15425,9,No,0,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",0,1,1,0,0.03453963950292151,3.5
6295,32,Female,Sales,Manager,4,2,1,1,2,3,9,1,Yes,15535,15,Yes,1,"(30, 40]","(11588.5, 15743.5]","(8.0, 15.0]","(2, 5]",1,1,1,1,0.6704784259901521,67.0
6296,24,Male,Finance,Analyst,4,2,2,2,2,14,2,1,No,5062,1,No,0,"(18, 30]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",1,1,0,0,0.06752295605980203,6.8
6297,52,Female,IT,Executive,3,3,4,4,3,3,2,5,No,16312,19,No,0,"(50, 65]","(15743.5, 19999.0]","(15.0, 22.0]","(2, 5]",0,0,0,1,0.008350013457835505,0.8
6298,49,Male,R&D,Specialist,1,4,4,1,2,15,6,4,No,19956,1,No,0,"(40, 50]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",0,1,1,0,0.006350898264377891,0.6
6299,26,Female,IT,Manager,3,2,1,3,4,18,5,3,No,16159,5,No,0,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",1,0,1,0,0.22330484880431425,22.3
6300,47,Male,R&D,Executive,4,4,3,4,1,1,2,5,Yes,8366,6,No,0,"(40, 50]","(7292.0, 11588.5]","(0.999, 8.0]","(0, 2]",0,1,0,0,0.19676454705444335,19.7
6301,37,Male,Finance,Executive,5,2,2,1,4,10,6,2,Yes,3069,1,No,0,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]","(5, 10]",1,0,1,0,0.08344623052923272,8.3
6302,52,Male,R&D,Coordinator,1,4,2,2,2,18,9,3,No,11029,22,No,0,"(50, 65]","(7292.0, 11588.5]","(15.0, 22.0]","(10, 40]",1,1,1,1,0.049476477839658604,4.9
6303,49,Male,Marketing,Coordinator,4,4,1,1,3,13,9,0,No,8716,19,Yes,1,"(40, 50]","(7292.0, 11588.5]","(15.0, 22.0]","(10, 40]",1,0,1,1,0.31722529020940043,31.7
6304,28,Male,Sales,Analyst,4,4,2,3,3,11,5,3,Yes,9775,2,No,0,"(18, 30]","(7292.0, 11588.5]","(0.999, 8.0]","(10, 40]",1,0,1,0,0.0955814765879353,9.6
6305,59,Male,HR,Analyst,3,4,2,2,4,18,0,4,No,9269,22,No,0,"(50, 65]","(7292.0, 11588.5]","(15.0, 22.0]","(10, 40]",1,0,0,1,0.03214943635857396,3.2
6306,30,Male,HR,Manager,2,2,2,1,4,9,4,5,No,9359,20,No,0,"(18, 30]","(7292.0, 11588.5]","(15.0, 22.0]","(5, 10]",1,0,1,1,0.05610638190290437,5.6
6307,56,Male,Operations,Specialist,4,3,2,1,3,7,3,0,No,16074,8,No,0,"(50, 65]","(15743.5, 19999.0]","(0.999, 8.0]","(5, 10]",1,0,1,0,0.07680600144746781,7.7
6308,48,Male,Marketing,Engineer,2,3,1,1,4,16,2,0,No,8273,2,No,0,"(40, 50]","(7292.0, 11588.5]","(0.999, 8.0]","(10, 40]",1,0,0,0,0.22332529953954203,22.3
6309,33,Male,Operations,Coordinator,1,4,2,4,2,7,2,1,No,3233,16,No,0,"(30, 40]","(2999.999, 7292.0]","(15.0, 22.0]","(5, 10]",1,1,0,1,0.06407400494636654,6.4
6310,46,Male,Sales,Specialist,5,3,3,4,1,8,7,2,Yes,18786,15,No,0,"(40, 50]","(15743.5, 19999.0]","(8.0, 15.0]","(5, 10]",0,1,1,1,0.1853316065699427,18.5
6311,50,Male,Finance,Coordinator,2,3,1,3,1,13,2,0,Yes,18144,6,Yes,1,"(40, 50]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",1,1,0,0,0.7209910093134972,72.1
6312,52,Female,Sales,Analyst,2,3,2,1,1,14,1,4,No,16638,2,No,0,"(50, 65]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",1,1,0,0,0.12403148959597574,12.4
6313,55,Female,Operations,Analyst,2,2,4,3,3,15,4,2,Yes,11384,2,No,0,"(50, 65]","(7292.0, 11588.5]","(0.999, 8.0]","(10, 40]",0,0,1,0,0.017611200310984673,1.8
6314,54,Male,R&D,Engineer,2,4,1,2,3,7,9,3,No,7555,17,Yes,1,"(50, 65]","(7292.0, 11588.5]","(15.0, 22.0]","(5, 10]",1,0,1,1,0.33530661696419,33.5
6315,48,Female,IT,Specialist,2,2,3,3,3,2,2,4,Yes,5104,16,No,0,"(40, 50]","(2999.999, 7292.0]","(15.0, 22.0]","(0, 2]",0,0,0,1,0.14336292656899624,14.3
6316,23,Male,Marketing,Specialist,1,1,2,4,1,1,9,5,Yes,7143,24,Yes,1,"(18, 30]","(2999.999, 7292.0]","(22.0, 29.0]","(0, 2]",1,1,1,1,0.24760236407177083,24.8
6317,35,Female,Sales,Engineer,4,3,2,1,4,0,2,2,No,19512,20,No,0,"(30, 40]","(15743.5, 19999.0]","(15.0, 22.0]",,1,0,0,1,0.05996020060876151,6.0
6318,34,Male,Sales,Analyst,5,4,4,4,3,7,7,4,No,9160,5,No,0,"(30, 40]","(7292.0, 11588.5]","(0.999, 8.0]","(5, 10]",0,0,1,0,0.005215815863891343,0.5
6319,45,Female,Finance,Manager,4,3,4,2,3,5,8,0,No,7524,24,No,0,"(40, 50]","(7292.0, 11588.5]","(22.0, 29.0]","(2, 5]",0,0,1,1,0.010684990649824734,1.1
6320,26,Male,Operations,Specialist,1,4,1,4,2,10,1,1,Yes,13570,15,Yes,1,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",1,1,0,1,0.5291644661594717,52.9
6321,55,Female,Sales,Executive,1,2,1,1,3,2,0,1,No,6681,26,Yes,1,"(50, 65]","(2999.999, 7292.0]","(22.0, 29.0]","(0, 2]",1,0,0,1,0.514114400978513,51.4
6322,44,Male,R&D,Specialist,2,3,1,4,3,13,7,2,No,18798,1,No,0,"(40, 50]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",1,0,1,0,0.3194975715263401,31.9
6323,40,Female,IT,Specialist,1,3,4,1,1,4,9,1,No,8086,14,No,0,"(30, 40]","(7292.0, 11588.5]","(8.0, 15.0]","(2, 5]",0,1,1,0,0.012559029947350905,1.3
6324,51,Female,R&D,Specialist,1,1,1,3,1,19,9,0,No,12596,19,No,0,"(50, 65]","(11588.5, 15743.5]","(15.0, 22.0]","(10, 40]",1,1,1,1,0.5303464929856319,53.0
6325,37,Female,HR,Analyst,2,1,1,1,2,12,5,5,No,3538,10,No,0,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",1,1,1,0,0.4491578764281896,44.9
6326,55,Male,Operations,Executive,1,1,2,3,1,4,8,4,No,14878,22,No,0,"(50, 65]","(11588.5, 15743.5]","(15.0, 22.0]","(2, 5]",1,1,1,1,0.15374440241791262,15.4
6327,32,Female,R&D,Specialist,1,3,1,2,4,4,0,1,No,8802,19,Yes,1,"(30, 40]","(7292.0, 11588.5]","(15.0, 22.0]","(2, 5]",1,0,0,1,0.32357136102919665,32.4
6328,35,Female,Finance,Manager,1,4,1,2,4,9,4,5,Yes,3619,9,Yes,1,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(5, 10]",1,0,1,0,0.4409188125797008,44.1
6329,36,Male,IT,Coordinator,3,3,4,4,1,12,4,0,Yes,4704,11,No,0,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",0,1,1,0,0.021447412052427308,2.1
6330,56,Male,Operations,Coordinator,4,3,1,2,3,9,2,4,Yes,17483,26,No,0,"(50, 65]","(15743.5, 19999.0]","(22.0, 29.0]","(5, 10]",1,0,0,1,0.6056596199389129,60.6
6331,28,Female,R&D,Executive,3,2,3,1,2,7,1,0,No,18577,26,No,0,"(18, 30]","(15743.5, 19999.0]","(22.0, 29.0]","(5, 10]",0,1,0,1,0.1007723407521501,10.1
6332,50,Male,Sales,Engineer,4,1,4,4,3,1,8,2,Yes,14834,3,Yes,1,"(40, 50]","(11588.5, 15743.5]","(0.999, 8.0]","(0, 2]",0,0,1,0,0.020788983680753655,2.1
6333,43,Female,Operations,Manager,2,2,2,4,3,1,6,4,Yes,12623,12,Yes,1,"(40, 50]","(11588.5, 15743.5]","(8.0, 15.0]","(0, 2]",1,0,1,0,0.1874339581374591,18.7
6334,44,Female,R&D,Engineer,2,3,1,3,2,18,8,4,Yes,18769,2,Yes,1,"(40, 50]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.5150733179483379,51.5
6335,45,Male,Marketing,Specialist,4,3,2,1,1,9,2,0,Yes,9221,6,No,0,"(40, 50]","(7292.0, 11588.5]","(0.999, 8.0]","(5, 10]",1,1,0,0,0.21681445050294157,21.7
6336,56,Female,Sales,Analyst,4,2,2,1,2,14,0,5,No,9769,4,No,0,"(50, 65]","(7292.0, 11588.5]","(0.999, 8.0]","(10, 40]",1,1,0,0,0.07904680275441264,7.9
6337,31,Female,HR,Specialist,5,4,1,3,4,15,1,1,Yes,15441,12,Yes,1,"(30, 40]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",1,0,0,0,0.38100192421681145,38.1
6338,29,Male,IT,Specialist,4,3,3,1,3,9,5,5,No,19671,18,No,0,"(18, 30]","(15743.5, 19999.0]","(15.0, 22.0]","(5, 10]",0,0,1,1,0.053899503921108226,5.4
6339,33,Male,Operations,Engineer,4,2,3,2,4,9,5,2,No,16347,20,No,0,"(30, 40]","(15743.5, 19999.0]","(15.0, 22.0]","(5, 10]",0,0,1,1,0.04202194084032622,4.2
6340,50,Female,Operations,Specialist,2,3,2,3,2,19,1,5,No,7334,15,No,0,"(40, 50]","(7292.0, 11588.5]","(8.0, 15.0]","(10, 40]",1,1,0,1,0.060584459348965634,6.1
6341,50,Female,R&D,Manager,2,2,1,2,1,18,8,1,No,3760,27,No,0,"(40, 50]","(2999.999, 7292.0]","(22.0, 29.0]","(10, 40]",1,1,1,1,0.5378091665683686,53.8
6342,44,Female,HR,Analyst,1,3,2,1,2,3,9,3,Yes,9742,25,No,0,"(40, 50]","(7292.0, 11588.5]","(22.0, 29.0]","(2, 5]",1,1,1,1,0.16923149744494384,16.9
6343,47,Male,Finance,Engineer,1,2,4,4,4,1,0,5,No,3295,21,Yes,1,"(40, 50]","(2999.999, 7292.0]","(15.0, 22.0]","(0, 2]",0,0,0,1,0.006535287491769417,0.7
6344,58,Female,R&D,Executive,2,1,2,1,4,8,3,5,No,3402,7,No,0,"(50, 65]","(2999.999, 7292.0]","(0.999, 8.0]","(5, 10]",1,0,1,0,0.058960190252098886,5.9
6345,53,Female,R&D,Coordinator,1,3,4,2,3,10,3,2,Yes,7482,26,No,0,"(50, 65]","(7292.0, 11588.5]","(22.0, 29.0]","(5, 10]",0,0,1,1,0.022264870201376297,2.2
6346,59,Female,Finance,Specialist,3,3,1,4,3,2,0,2,No,13354,10,No,0,"(50, 65]","(11588.5, 15743.5]","(8.0, 15.0]","(0, 2]",1,0,0,0,0.45695419153102373,45.7
6347,27,Male,Finance,Coordinator,3,2,3,1,3,6,4,0,Yes,14451,18,No,0,"(18, 30]","(11588.5, 15743.5]","(15.0, 22.0]","(5, 10]",0,0,1,1,0.18795773646830713,18.8
6348,29,Female,Finance,Engineer,1,4,2,1,3,5,5,0,Yes,11224,12,No,0,"(18, 30]","(7292.0, 11588.5]","(8.0, 15.0]","(2, 5]",1,0,1,0,0.1565232244204098,15.7
6349,38,Female,IT,Coordinator,1,2,2,4,1,0,8,2,No,19233,26,No,0,"(30, 40]","(15743.5, 19999.0]","(22.0, 29.0]",,1,1,1,1,0.14554147674898965,14.6
6350,33,Male,Finance,Specialist,4,3,2,3,2,11,7,2,No,4935,7,No,0,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.05478787406463573,5.5
6351,43,Male,Marketing,Specialist,4,2,2,3,2,17,3,4,Yes,13354,19,No,0,"(40, 50]","(11588.5, 15743.5]","(15.0, 22.0]","(10, 40]",1,1,1,1,0.12682291661840878,12.7
6352,35,Female,Finance,Engineer,3,2,2,2,2,8,5,1,No,11636,17,No,0,"(30, 40]","(11588.5, 15743.5]","(15.0, 22.0]","(5, 10]",1,1,1,1,0.09823682095385293,9.8
6353,55,Male,Sales,Manager,3,2,1,4,1,4,6,5,No,8622,13,No,0,"(50, 65]","(7292.0, 11588.5]","(8.0, 15.0]","(2, 5]",1,1,1,0,0.5583249817508611,55.8
6354,40,Female,Sales,Executive,4,2,3,1,2,12,5,0,No,12743,16,No,0,"(30, 40]","(11588.5, 15743.5]","(15.0, 22.0]","(10, 40]",0,1,1,1,0.0776662884924394,7.8
6355,27,Female,Finance,Specialist,4,4,4,2,2,17,4,4,Yes,12837,24,No,0,"(18, 30]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",0,1,1,1,0.01482758514260115,1.5
6356,39,Male,IT,Manager,4,2,1,4,1,14,0,5,No,19027,20,No,0,"(30, 40]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",1,1,0,1,0.5208039598246474,52.1
6357,57,Female,IT,Specialist,1,3,4,1,3,14,6,5,No,17361,25,No,0,"(50, 65]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",0,0,1,1,0.006813373644184881,0.7
6358,58,Female,HR,Specialist,2,3,1,3,3,5,6,3,No,10316,10,Yes,1,"(50, 65]","(7292.0, 11588.5]","(8.0, 15.0]","(2, 5]",1,0,1,0,0.410313116744712,41.0
6359,59,Female,IT,Manager,3,3,1,3,1,6,4,2,No,14228,10,No,0,"(50, 65]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",1,1,1,0,0.5465767560288289,54.7
6360,36,Female,Marketing,Specialist,5,1,4,1,1,12,8,5,No,14380,24,No,0,"(30, 40]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",0,1,1,1,0.017434343883482143,1.7
6361,59,Female,Marketing,Executive,4,3,3,3,3,11,2,0,No,3479,2,No,0,"(50, 65]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",0,0,0,0,0.059105461382383956,5.9
6362,30,Male,HR,Coordinator,1,2,1,3,1,9,0,2,Yes,6888,18,Yes,1,"(18, 30]","(2999.999, 7292.0]","(15.0, 22.0]","(5, 10]",1,1,0,1,0.7711107193843609,77.1
6363,27,Female,Finance,Engineer,3,4,4,1,2,0,4,4,Yes,17449,13,No,0,"(18, 30]","(15743.5, 19999.0]","(8.0, 15.0]",,0,1,1,0,0.023833972404220607,2.4
6364,23,Female,IT,Coordinator,4,3,3,3,4,10,3,2,Yes,10163,25,No,0,"(18, 30]","(7292.0, 11588.5]","(22.0, 29.0]","(5, 10]",0,0,1,1,0.07034264476355327,7.0
6365,37,Male,Sales,Manager,1,3,2,1,4,15,5,2,No,8165,7,No,0,"(30, 40]","(7292.0, 11588.5]","(0.999, 8.0]","(10, 40]",1,0,1,0,0.03561354828094843,3.6
6366,22,Male,HR,Coordinator,3,4,2,4,2,0,1,4,Yes,17452,15,No,0,"(18, 30]","(15743.5, 19999.0]","(8.0, 15.0]",,1,1,0,1,0.17105808886204366,17.1
6367,51,Male,Sales,Analyst,3,4,4,2,1,17,4,1,No,4073,4,No,0,"(50, 65]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",0,1,1,0,0.009323039574132677,0.9
6368,54,Male,Marketing,Specialist,5,3,1,4,3,10,7,4,No,16476,21,No,0,"(50, 65]","(15743.5, 19999.0]","(15.0, 22.0]","(5, 10]",1,0,1,1,0.3284259002786485,32.8
6369,22,Male,R&D,Engineer,5,3,2,1,4,8,7,2,No,15481,20,No,0,"(18, 30]","(11588.5, 15743.5]","(15.0, 22.0]","(5, 10]",1,0,1,1,0.04000434302727461,4.0
6370,37,Male,Marketing,Executive,3,2,2,2,4,13,1,1,No,16661,25,No,0,"(30, 40]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",1,0,0,1,0.043634647336144645,4.4
6371,38,Male,Marketing,Executive,1,4,4,4,2,10,2,4,No,7856,2,No,0,"(30, 40]","(7292.0, 11588.5]","(0.999, 8.0]","(5, 10]",0,1,0,0,0.005911478766651982,0.6
6372,59,Male,Sales,Analyst,4,1,4,1,3,0,8,4,No,7651,9,Yes,1,"(50, 65]","(7292.0, 11588.5]","(8.0, 15.0]",,0,0,1,0,0.01052773430510564,1.1
6373,39,Female,Finance,Coordinator,4,4,2,1,4,10,6,5,No,18766,2,No,0,"(30, 40]","(15743.5, 19999.0]","(0.999, 8.0]","(5, 10]",1,0,1,0,0.04278963426901075,4.3
6374,43,Female,IT,Executive,3,3,1,4,2,8,8,5,Yes,4853,27,No,0,"(40, 50]","(2999.999, 7292.0]","(22.0, 29.0]","(5, 10]",1,1,1,1,0.4889819975975231,48.9
6375,43,Male,Marketing,Coordinator,4,4,4,1,3,1,3,0,Yes,10344,16,No,0,"(40, 50]","(7292.0, 11588.5]","(15.0, 22.0]","(0, 2]",0,0,1,1,0.021660161610636667,2.2
6376,56,Female,IT,Engineer,5,3,4,1,1,9,6,4,Yes,3381,15,No,0,"(50, 65]","(2999.999, 7292.0]","(8.0, 15.0]","(5, 10]",0,1,1,1,0.027278335117549266,2.7
6377,52,Female,Operations,Analyst,4,1,1,4,2,2,6,2,Yes,12607,8,Yes,1,"(50, 65]","(11588.5, 15743.5]","(0.999, 8.0]","(0, 2]",1,1,1,0,0.6554579338935728,65.5
